Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000115159.19,546.1091990278555,-15.065514497328754,3.50834201235006,1.6287547964094907e-27,9.510556120790723e-27,HuT78_vs_HH,ENSG00000115159,GPD2,protein_coding,Down
ENSG00000135298.16,511.27747104920553,-15.026559499249887,3.47808977510837,4.910136400473136e-30,3.177448247634875e-29,HuT78_vs_HH,ENSG00000135298,ADGRB3,protein_coding,Down
ENSG00000163421.10,584.0283871664631,-14.928116167549103,3.466662385084269,9.570989469083449e-30,6.111646533589642e-29,HuT78_vs_HH,ENSG00000163421,PROK2,protein_coding,Down
ENSG00000152402.12,506.08057568525254,-14.807058012698135,3.4566884076439934,4.227920394900864e-29,2.6289354249400265e-28,HuT78_vs_HH,ENSG00000152402,GUCY1A2,protein_coding,Down
ENSG00000139687.19,1324.596861780349,-14.806910459868853,3.453786286003572,2.0605711802894792e-29,1.2961112062120068e-28,HuT78_vs_HH,ENSG00000139687,RB1,protein_coding,Down
ENSG00000188352.15,799.6558548265917,-14.676739625113488,3.331832012085937,3.080930290733464e-29,1.9286150086037097e-28,HuT78_vs_HH,ENSG00000188352,FOCAD,protein_coding,Down
ENSG00000147650.13,1008.5889824112513,-14.601997377664873,3.435074107677709,2.1458687244914035e-28,1.2971756533532682e-27,HuT78_vs_HH,ENSG00000147650,LRP12,protein_coding,Down
ENSG00000127990.21,759.4254549552917,-14.505422123697198,3.427219156771897,4.357735655552325e-28,2.6004747618504324e-27,HuT78_vs_HH,ENSG00000127990,SGCE,protein_coding,Down
ENSG00000137265.18,14364.118185645702,-14.494095672120237,0.8137414414012756,5.433381998740188e-68,9.959671953527549e-67,HuT78_vs_HH,ENSG00000137265,IRF4,protein_coding,Down
ENSG00000119121.24,509.2305888212587,-14.39399159524923,3.4141376923415105,1.3968114735994565e-27,8.181862442886165e-27,HuT78_vs_HH,ENSG00000119121,TRPM6,protein_coding,Down
ENSG00000099810.23,647.2633073994944,-14.393876778777475,3.4115632870335326,7.775002003485406e-28,4.60598186870115e-27,HuT78_vs_HH,ENSG00000099810,MTAP,protein_coding,Down
ENSG00000179820.19,808.852456572584,-14.366306723862685,3.4093299114039333,1.1297662918926252e-27,6.65954051661537e-27,HuT78_vs_HH,ENSG00000179820,MYADM,protein_coding,Down
ENSG00000137766.19,2462.2783964985015,-14.316526533307242,3.404866333243746,2.0268276381682753e-27,1.1792698485824612e-26,HuT78_vs_HH,ENSG00000137766,UNC13C,protein_coding,Down
ENSG00000138685.19,756.8378297385669,-14.284169961097426,3.400859339908849,2.2771579361732717e-27,1.3231475426725926e-26,HuT78_vs_HH,ENSG00000138685,FGF2,protein_coding,Down
ENSG00000196735.15,7881.9821917435165,-14.251750033013783,1.332993818987724,3.178277942300002e-34,2.390219066474087e-33,HuT78_vs_HH,ENSG00000196735,HLA-DQA1,protein_coding,Down
